case_number, has_facts_header
2020_SGCA_74,True
2020_SGHC_150,True
2020_SGHC_149,True
2020_SGHC_146,True
2020_SGHC_148,False
2020_SGHC_155,True
2020_SGCA_73,True
2020_SGHC_140,True
2020_SGHC_153,True
2020_SGHC_147,True
2020_SGHC_151,True
2020_SGHC_152,True
2020_SGHC_141,True
2020_SGCA_72,True
2020_SGHC_145,False
2020_SGCA_70,True
2020_SGHCI_17,False
2020_SGCA_71,False
2020_SGCA_69,True
2020_SGCA_68,True
2020_SGHCI_18,False
2020_SGHC_144,True
2020_SGCA_67,False
2020_SGHC_143,False
2020_SGCAI_3,True
2020_SGHCI_16,True
2020_SGHC_142,True
2020_SGCA_66,True
2020_SGHCI_15,False
2020_SGCA_64,True
2020_SGCA_65,True
2020_SGHCF_9,True
2020_SGHC_138,True
2020_SGHC_139,True
2020_SGHC_136,False
2020_SGHC_135,True
2020_SGHC_137,False
2020_SGCA_62,True
2020_SGCA_63,False
2020_SGCA_60,False
2020_SGCA_61,True
2020_SGHCR_5,True
2020_SGHC_132,False
2020_SGHC_133,True
2020_SGHC_131,True
2020_SGHC_129,True
2020_SGHC_130,False
2020_SGHC_128,False
2020_SGHC_118,True
2020_SGHC_127,False
2020_SGHC_126,True
2020_SGHC_125,False
2020_SGHC_123,True
2020_SGHC_124,True
2020_SGHC_122,True
2020_SGHC_120,True
2020_SGCA_59,False
2020_SGHC_119,True
2020_SGCA_57,True
2020_SGHC_121,True
2020_SGCA_56,True
2020_SGHC_117,True
2020_SGCA_58,False
2020_SGCA_55,True
2020_SGHC_116,True
2020_SGHC_114,True
2020_SGHC_115,False
2020_SGHC_112,True
2020_SGCA_54,True
2020_SGHC_113,True
2020_SGCA_53,True
2020_SGHCI_14,True
2020_SGCA_52,True
2020_SGHCR_4,True
2020_SGHC_110,True
2020_SGHCR_3,True
2020_SGHC_108,False
2020_SGHC_111,True
2020_SGHC_109,False
2020_SGHC_107,True
2020_SGHC_106,True
2020_SGHC_105,True
2020_SGHC_104,True
2020_SGHC_99,True
2020_SGCA_50,False
2020_SGCA_51,True
2020_SGHC_101,True
2020_SGHC_103,True
2020_SGHC_102,True
2020_SGHC_97,True
2020_SGHC_100,True
2020_SGCA_49,True
2020_SGHC_98,True
2020_SGCA_48,True
2020_SGCA_46,False
2020_SGCA_47,True
2020_SGHC_96,True
2020_SGHC_95,True
2020_SGHC_94,True
2020_SGHCI_12,False
2020_SGCA_45,True
2020_SGHC_92,True
2020_SGHC_93,True
2020_SGHC_91,True
2020_SGHC_90,True
2020_SGHCI_11,False
2020_SGHC_89,True
2020_SGHC_87,True
2020_SGCA_44,True
2020_SGHCI_10,True
2020_SGCA_43,True
2020_SGHC_86,True
2020_SGCA_41,True
2020_SGHC_88,True
2020_SGHC_84,True
2020_SGHC_85,False
2020_SGHC_79,True
2020_SGCA_42,True
2020_SGHC_83,True
2020_SGHC_78,True
2020_SGHC_82,True
2020_SGHC_81,True
2020_SGCA_40,False
2020_SGHC_80,True
2020_SGCA_39,True
2020_SGCA_38,True
2020_SGHC_76,True
2020_SGCA_37,True
2020_SGHC_77,True
2020_SGHC_75,False
2020_SGHC_73,True
2020_SGHCI_9,True
2020_SGCA_36,True
2020_SGHC_74,True
2020_SGHC_72,False
2020_SGCA_35,True
2020_SGCA_33,True
2020_SGHC_67,True
2020_SGCA_32,True
2020_SGCA_31,True
2020_SGHC_69,False
2020_SGCA_34,False
2020_SGHC_70,True
2020_SGHC_71,False
2020_SGCA_29,True
2020_SGCA_28,True
2020_SGHC_65,True
2020_SGHC_66,True
2020_SGHC_50,True
2020_SGHCR_2,True
2020_SGCA_25,True
2020_SGHC_64,True
2020_SGCA_27,False
2020_SGCA_26,True
2020_SGHC_63,False
2020_SGHC_62,True
2020_SGCA_24,True
2020_SGCA_19,True
2020_SGHC_60,True
2020_SGHC_61,True
2020_SGCA_23,True
2020_SGCA_17,True
2020_SGCA_20,True
2020_SGHCI_8,True
2020_SGHCF_8,False
2020_SGCA_22,False
2020_SGHC_54,True
2020_SGHC_59,True
2020_SGCA_21,False
2020_SGHC_52,False
2020_SGCA_18,True
2020_SGHC_57,True
2020_SGHC_58,True
2020_SGHC_56,False
2020_SGHC_55,True
2020_SGHCF_7,True
2020_SGHC_53,True
2020_SGCA_16,True
2020_SGHC_47,True
2020_SGHC_51,False
2020_SGHC_48,True
2020_SGCA_14,True
2020_SGHC_49,True
2020_SGHC_46,True
2020_SGCA_15,False
2020_SGHC_42,False
2020_SGHCI_5,False
2020_SGHC_44,False
2020_SGHCF_6,False
2020_SGHC_43,True
2020_SGHCI_6,True
2020_SGHCI_7,False
2020_SGCA_13,False
2020_SGHC_40,True
2020_SGHC_41,True
2020_SGCA_12,True
2020_SGCA_11,True
2020_SGHC_45,False
2020_SGCA_9,True
2020_SGCA_8,True
2020_SGCA_10,False
2020_SGCAI_2,True
2020_SGHC_39,True
2020_SGHCI_3,True
2020_SGHC_11,True
2020_SGHC_38,False
2020_SGHC_37,True
2020_SGHC_36,False
2020_SGHC_35,True
2020_SGHC_32,False
2020_SGHC_34,True
2020_SGHC_33,True
2020_SGHCF_4,True
2020_SGHC_31,False
2020_SGHCF_5,False
2020_SGHC_30,True
2020_SGHC_29,False
2020_SGCAI_1,True
2020_SGCA_6,True
2020_SGCA_7,False
2020_SGCA_5,True
2020_SGHC_28,True
2020_SGHC_26,True
2020_SGHC_27,True
2020_SGCA_4,True
2020_SGHCI_2,True
2020_SGHC_25,True
2020_SGHC_12,True
2020_SGHCF_3,False
2020_SGHC_24,True
2020_SGHC_23,True
2020_SGHC_22,True
2020_SGHC_21,True
2020_SGCA_3,False
